Make,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Volkswagen,1,170,4,1,1,4,0,4,36,25,873,20995
Volkswagen,3,150,4,1,1,4,0,4,43,31,873,29495
Volkswagen,1,170,4,1,1,4,0,4,36,25,873,27395
Volkswagen,3,150,4,0,1,4,0,4,45,30,873,22345
Volkswagen,3,150,4,0,1,4,0,4,45,30,873,25895
Volkswagen,1,170,4,1,1,4,0,4,36,25,873,22395
Volkswagen,1,170,4,1,1,2,0,5,36,25,873,20395
Volkswagen,1,170,4,1,1,2,0,5,36,25,873,20675
Volkswagen,1,170,4,1,1,4,0,4,36,25,873,27425
Volkswagen,1,170,4,1,1,2,0,5,36,25,873,19595
Volkswagen,1,170,4,1,1,4,0,4,36,25,873,22625
Volkswagen,1,170,4,0,1,2,0,5,37,25,873,18495
Volkswagen,1,170,4,1,1,4,0,4,36,25,873,25225
Volkswagen,1,170,4,0,1,4,0,4,37,25,873,20175
Volkswagen,1,170,4,0,1,2,0,5,37,25,873,19575
Volkswagen,1,170,4,1,1,4,0,4,36,25,873,21275
Volkswagen,1,170,4,1,1,4,0,4,35,25,873,20995
Volkswagen,1,170,4,1,1,4,0,4,35,25,873,22695
Volkswagen,1,170,4,0,1,4,0,4,36,25,873,21595
Volkswagen,1,170,4,0,1,4,0,4,36,25,873,19895
13,1,175,6,1,1,2,1,0,27,18,210,22940
13,1,175,6,1,1,4,1,2,27,18,210,21690
13,1,140,4,0,1,4,1,2,30,22,210,17070
13,1,170,6,1,1,4,1,2,27,18,210,21240
13,1,175,6,1,1,4,1,2,27,18,210,22940
13,1,175,6,1,1,2,1,0,27,18,210,21690
13,1,140,4,0,1,4,1,2,30,22,210,18890
13,1,140,4,0,1,4,1,2,33,23,210,17070
13,1,175,6,1,1,2,1,0,27,18,210,23530
13,1,175,6,1,1,4,1,2,27,18,210,22280
13,1,175,6,1,1,4,1,2,27,18,210,23530
13,1,170,6,1,1,4,1,2,27,18,210,21830
13,1,140,4,0,1,4,1,2,33,23,210,19555
13,1,175,6,1,1,2,1,0,27,18,210,22280
13,1,175,6,1,1,2,1,0,27,18,210,23750
13,1,175,6,1,1,2,1,0,27,18,210,22500
13,1,140,4,1,1,4,1,2,31,22,210,20090
Dodge,2,283,6,1,1,4,1,7,25,17,1851,30995
Dodge,2,283,6,1,1,4,1,7,25,17,1851,27395
Dodge,2,283,6,1,1,4,1,7,25,17,1851,21795
Dodge,2,283,6,1,1,4,1,7,25,17,1851,24245
Dodge,2,283,6,1,1,4,1,7,25,17,1851,28395
Dodge,2,283,6,1,1,4,1,7,25,17,1851,25245
Dodge,2,283,6,1,1,4,1,7,25,17,1851,25095
Dodge,2,283,6,1,1,4,1,7,25,17,1851,22595
Dodge,2,283,6,1,1,4,1,7,25,17,1851,28295
Dodge,2,283,6,1,1,4,1,7,25,17,1851,31495
Dodge,2,283,6,1,1,4,1,7,25,17,1851,26195
Dodge,2,283,6,1,1,4,1,7,25,17,1851,29395
Dodge,1,283,6,1,1,4,1,7,25,17,1851,29395
Dodge,1,283,6,1,1,4,1,7,25,17,1851,26695
Dodge,1,283,6,1,1,4,1,7,25,17,1851,32395
Dodge,1,283,6,1,1,4,1,7,25,17,1851,23995
13,1,260,6,1,1,4,1,2,26,17,210,24330
13,1,303,8,1,1,4,1,2,25,16,210,27330
13,1,200,6,1,1,4,1,2,28,18,210,21330
13,1,303,8,1,1,4,1,2,25,16,210,28815
13,1,260,6,1,1,4,1,2,26,17,210,24735
13,1,200,6,1,1,4,1,2,28,18,210,21815
13,1,200,6,1,1,4,2,2,28,18,210,22210
13,1,303,8,1,1,4,2,2,25,16,210,29325
Suzuki,1,166,4,1,0,4,0,6,25,19,481,23449
Suzuki,1,166,4,1,3,4,0,6,23,19,481,24949
Suzuki,1,166,4,0,0,4,0,6,26,19,481,19299
Suzuki,1,166,4,1,3,4,0,6,23,19,481,22549
Suzuki,1,166,4,1,3,4,0,6,23,19,481,22899
Suzuki,1,166,4,1,0,4,0,6,25,19,481,21099
Suzuki,1,166,4,1,3,4,0,6,23,19,481,23949
Suzuki,1,166,4,1,0,4,0,6,25,19,481,21399
Suzuki,1,166,4,1,3,4,0,6,23,19,481,25249
Suzuki,1,166,4,1,0,4,0,6,25,19,481,22299
Suzuki,1,166,4,0,0,4,0,6,26,19,481,19499
Suzuki,1,166,4,1,3,4,0,6,23,19,481,22849
Suzuki,1,166,4,1,0,4,0,6,25,19,481,23749
Suzuki,1,166,4,1,3,4,0,6,23,19,481,23799
Suzuki,1,166,4,1,3,4,0,6,23,19,481,25949
Suzuki,1,166,4,1,0,4,0,6,25,19,481,22349
Suzuki,1,166,4,0,0,4,0,6,26,19,481,19949
Suzuki,1,166,4,1,0,4,0,6,25,19,481,24449
5,1,158,6,1,1,4,2,7,23,16,1013,2169
5,2,158,6,1,1,4,2,7,23,16,1013,2266
Plymouth,1,150,6,1,1,4,2,7,24,17,535,2000
Plymouth,1,150,6,1,1,4,2,7,24,17,535,2048
Plymouth,1,150,6,1,1,4,2,7,22,17,535,2000
Plymouth,2,158,6,1,1,4,2,7,22,16,535,2055
Plymouth,2,158,6,1,1,4,2,7,22,16,535,2152
Plymouth,2,158,6,1,1,4,2,7,22,16,535,2234
Plymouth,2,158,6,1,1,4,2,7,23,16,535,2331
Plymouth,1,158,6,1,1,4,2,7,23,16,535,2267
Maserati,0,395,8,1,0,2,0,0,16,11,238,98172
Maserati,0,401,8,1,0,2,0,0,18,11,238,98872
Maserati,0,401,8,1,0,2,0,0,18,11,238,104122
Maserati,0,401,8,1,0,2,0,1,18,11,238,99900
Maserati,0,454,8,1,0,2,1,1,20,13,238,143300
Maserati,0,454,8,1,0,2,1,1,20,13,238,153400
Maserati,0,444,8,1,0,2,1,1,20,13,238,138800
Maserati,0,454,8,1,0,2,1,1,20,13,238,161070
Maserati,0,454,8,1,0,2,1,1,20,13,238,182009
Maserati,0,454,8,1,0,2,1,1,20,13,238,150465
Maserati,0,444,8,1,0,2,1,1,20,13,238,145740
Maserati,0,454,8,1,0,2,1,1,20,13,238,161070
Maserati,0,454,8,1,0,2,1,1,20,13,238,150465
Maserati,0,444,8,1,0,2,1,1,20,13,238,145740
Maserati,0,454,8,1,0,2,1,1,20,13,238,182009
Maserati,0,454,8,1,0,2,2,0,21,13,238,143400
Maserati,0,454,8,1,0,2,2,0,21,13,238,126500
Maserati,0,454,8,1,0,2,2,0,21,13,238,132825
Maserati,0,454,8,1,0,2,2,0,21,13,238,165627
Maserati,0,454,8,1,0,2,2,0,21,13,238,150570
Maserati,0,454,8,1,0,2,2,0,21,13,238,150570
Maserati,0,454,8,1,0,2,2,0,21,13,238,132825
Maserati,0,454,8,1,0,2,2,0,21,13,238,165627
Lexus,0,241,4,1,0,4,1,2,30,21,454,53285
Lexus,0,241,4,1,0,4,1,2,33,22,454,45615
Lexus,0,241,4,1,0,4,1,2,32,22,454,46310
Lexus,0,241,4,1,0,4,1,2,30,21,454,53980
Lexus,0,220,6,1,0,4,1,2,23,16,454,38875
Lexus,0,220,6,1,0,4,1,2,23,16,454,38875
Lexus,0,245,6,1,0,4,1,2,27,19,454,43150
Lexus,0,245,6,1,2,4,1,2,25,19,454,45100
Lexus,0,306,6,1,0,4,1,2,29,19,454,55070
Lexus,0,306,6,1,0,4,1,2,29,19,454,48600
Lexus,0,306,6,1,2,4,1,2,26,19,454,57330
Lexus,0,306,6,1,2,4,1,2,26,19,454,50850
Lexus,0,311,6,1,0,4,1,2,29,20,454,50000
Lexus,0,311,6,1,0,4,1,2,28,19,454,54115
Lexus,0,311,6,1,2,4,1,2,26,19,454,50470
Lexus,0,311,6,1,0,4,1,2,28,20,454,50695
Lexus,0,311,6,1,0,4,1,2,27,19,454,54810
Lexus,0,311,6,1,2,4,1,2,26,19,454,50365
Lexus,0,311,6,1,2,4,1,2,26,19,454,56555
Lexus,1,300,8,1,0,4,1,2,21,15,454,3542
Lexus,1,300,8,1,0,4,1,2,22,16,454,3741
Lexus,1,300,8,1,0,4,1,2,22,16,454,3965
Lexus,0,300,8,1,0,4,1,2,22,16,454,47975
Lexus,0,300,8,1,0,4,1,2,23,16,454,51375
Lexus,0,290,8,1,0,4,1,2,23,16,454,52375
Lexus,0,338,6,1,0,4,1,2,34,29,454,60430
Lexus,0,338,6,1,0,4,1,2,34,29,454,61330
Lexus,0,338,6,1,0,4,1,2,34,29,454,63080
Lexus,0,342,8,1,0,4,1,2,24,17,454,53470
Lexus,0,342,8,1,0,4,1,2,24,17,454,54070
Lexus,0,342,8,1,0,4,1,2,24,17,454,55370
Lexus,0,467,8,1,0,4,1,2,24,16,454,84440
6,0,545,6,1,2,2,1,0,23,16,2009,111510
6,0,545,6,1,2,2,1,0,23,16,2009,115710
6,0,545,6,1,2,2,1,0,23,16,2009,101770
6,0,600,6,1,2,2,1,0,23,16,2009,149990
6,0,545,6,1,2,2,1,0,22,16,2009,111510
6,0,600,6,1,2,2,1,0,22,16,2009,149990
6,0,545,6,1,2,2,1,0,22,16,2009,101770
6,0,565,6,1,2,2,1,0,22,16,2009,109990
Ford,0,550,8,0,0,2,0,0,19,12,5657,149995
Ford,0,550,8,0,0,2,0,0,19,12,5657,149995
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,26275
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,31695
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,24595
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,25095
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,27375
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,31695
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,29995
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,29545
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,27845
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,31095
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,28445
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,27845
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,25095
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,24595
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,28945
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,23995
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,27375
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,29545
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,29995
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,23995
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,25695
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,26875
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,30595
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,30595
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,27975
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,26875
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,28445
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,25695
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,26275
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,28945
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,31095
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,27975
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,29895
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,29695
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,30795
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,25300
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,24200
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,25895
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,30995
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,30395
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,24200
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,28795
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,25095
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,28395
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,27295
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,28195
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,31495
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,28195
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,24795
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,26195
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,31495
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,24795
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,32095
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,25300
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,27895
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,30995
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,29295
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,29695
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,26195
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,32095
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,26795
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,25895
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,25095
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,26795
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,28395
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,27895
Volkswagen,0,200,4,1,1,2,0,5,33,24,873,29295
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,27295
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,30795
Volkswagen,0,200,4,0,1,2,0,5,31,21,873,30395
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,29895
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,28795
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,26195
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,29695
Volkswagen,0,200,4,0,1,4,0,4,31,21,873,25095
Volkswagen,0,200,4,1,1,4,0,4,33,24,873,30795
13,0,350,8,1,0,2,1,0,20,15,210,31795
13,0,400,8,1,0,2,1,0,19,14,210,32295
13,0,400,8,1,0,2,1,0,19,14,210,31290
Lexus,0,301,8,1,3,4,1,6,20,15,454,49485
Lexus,0,301,8,1,3,4,1,6,20,15,454,61115
Lexus,0,301,8,1,3,4,1,6,20,15,454,50780
Lexus,0,301,8,1,3,4,1,6,20,15,454,62155
Lexus,0,301,8,1,3,4,1,6,18,15,454,51280
Lexus,0,301,8,1,3,4,1,6,18,15,454,62980
Lexus,1,263,8,1,3,4,1,6,18,14,454,46635
Lexus,0,263,8,1,3,4,1,6,18,14,454,47315
Lexus,0,263,8,1,3,4,1,6,18,14,454,47615
HUMMER,1,242,5,0,3,4,1,6,18,13,130,39290
HUMMER,1,242,5,0,3,4,1,6,18,13,130,30995
HUMMER,1,300,8,1,3,4,1,6,16,13,130,39560
HUMMER,1,242,5,0,3,4,1,6,18,14,130,33390
HUMMER,1,242,5,1,3,4,1,6,18,14,130,43130
HUMMER,1,300,8,1,3,4,1,6,16,13,130,41705
HUMMER,2,300,8,1,3,4,1,6,16,13,130,41705
HUMMER,1,239,5,0,3,4,1,6,18,14,130,33390
HUMMER,1,239,5,1,3,4,1,6,18,14,130,38365
HUMMER,1,239,5,0,3,4,1,6,18,14,130,35960
HUMMER,1,239,5,0,3,4,0,7,18,14,130,30750
HUMMER,1,300,8,1,3,4,0,7,16,13,130,36015
HUMMER,2,300,8,1,3,4,0,7,16,13,130,39205
HUMMER,1,239,5,0,3,4,0,7,18,14,130,30915
HUMMER,1,239,5,1,3,4,0,7,18,14,130,36355
HUMMER,2,300,8,1,3,4,0,7,16,13,130,35680
HUMMER,1,239,5,0,3,4,0,7,18,14,130,33485
Chevrolet,2,155,4,1,1,4,0,3,30,22,1385,20720
Chevrolet,0,260,4,0,1,4,0,3,29,21,1385,25135
Chevrolet,2,155,4,0,1,4,0,3,32,22,1385,18720
Chevrolet,0,260,4,0,1,4,0,3,29,21,1385,24815
Chevrolet,2,155,4,0,1,4,0,3,32,22,1385,19030
Chevrolet,2,155,4,1,1,4,0,3,30,22,1385,21030
Chevrolet,2,155,4,0,1,4,0,3,32,22,1385,20030
Chevrolet,2,155,4,0,1,4,0,3,32,22,1385,18720
Chevrolet,0,260,4,0,1,4,0,3,29,21,1385,26255
Chevrolet,2,155,4,0,1,4,0,3,32,22,1385,19720
Chevrolet,2,155,4,0,1,4,0,3,32,22,1385,19030
Chevrolet,2,155,4,0,1,4,0,3,32,22,1385,18720
Chevrolet,2,155,4,0,1,4,0,3,32,22,1385,19030
Chevrolet,2,155,4,0,1,4,0,3,32,22,1385,19720
11,1,280,6,1,2,4,1,6,28,27,2031,47300
11,1,280,6,1,2,4,1,6,28,27,2031,49790
11,1,280,6,1,2,4,1,6,28,27,2031,47850
11,1,280,6,1,2,4,1,6,28,27,2031,50340
11,1,280,6,1,2,4,1,6,28,27,2031,50485
11,1,280,6,1,2,4,1,6,28,27,2031,47870
11,1,270,6,1,2,4,1,6,24,18,2031,34750
11,1,270,6,1,1,4,1,6,25,19,2031,31070
11,1,270,6,1,2,4,1,6,24,18,2031,44140
11,1,270,6,1,2,4,1,6,24,18,2031,38050
11,1,270,6,1,2,4,1,6,24,18,2031,41650
11,1,270,6,1,1,4,1,6,25,19,2031,42680
11,1,270,6,1,2,4,1,6,24,18,2031,32530
11,1,185,4,1,1,4,1,6,25,20,2031,29765
11,1,270,6,1,1,4,1,6,25,19,2031,33290
11,1,270,6,1,1,4,1,6,25,19,2031,36590
11,1,270,6,1,1,4,1,6,25,19,2031,40190
11,1,270,6,1,1,4,1,6,25,19,2031,34395
11,1,270,6,1,2,4,1,6,24,18,2031,38775
11,1,185,4,1,1,4,1,6,25,20,2031,30490
11,1,270,6,1,2,4,1,6,24,18,2031,42375
11,1,270,6,1,2,4,1,6,24,18,2031,44990
11,1,270,6,1,2,4,1,6,24,18,2031,33475
11,1,270,6,1,1,4,1,6,25,19,2031,43530
11,1,270,6,1,1,4,1,6,25,19,2031,32015
11,1,270,6,1,1,4,1,6,25,19,2031,40915
11,1,270,6,1,2,4,1,6,24,18,2031,35855
11,1,270,6,1,1,4,1,6,25,19,2031,37315
Plymouth,1,93,4,0,1,4,0,4,31,22,535,2000
Honda,1,141,4,1,1,4,0,6,35,28,2202,22065
Honda,1,141,4,1,2,4,0,6,32,27,2202,23365
Honda,1,141,4,1,1,4,0,6,35,28,2202,20015
Honda,1,141,4,1,2,4,0,6,32,27,2202,25990
Honda,1,141,4,1,2,4,0,6,32,27,2202,21315
Honda,1,141,4,1,1,4,0,6,35,28,2202,24690
Honda,1,141,4,0,1,4,0,6,34,25,2202,19215
Honda,1,141,4,0,1,4,0,6,34,25,2202,21265
Honda,1,141,4,1,1,4,0,6,34,28,2202,22215
Honda,1,141,4,1,2,4,0,6,31,27,2202,23515
Honda,1,141,4,1,1,4,0,6,34,28,2202,20165
Honda,1,141,4,1,2,4,0,6,31,27,2202,26140
Honda,1,141,4,1,1,4,0,6,34,28,2202,24840
Honda,1,141,4,0,1,4,0,6,33,25,2202,19365
Honda,1,141,4,1,2,4,0,6,31,27,2202,21465
Honda,1,141,4,0,1,4,0,6,33,25,2202,21415
Lexus,1,187,4,1,1,4,1,2,34,35,454,34650
Lexus,1,187,4,1,1,4,1,2,34,35,454,37420
Lexus,1,187,4,1,1,4,1,2,34,35,454,39100
Lexus,1,187,4,1,1,4,1,2,34,35,454,36330
Lexus,1,187,4,1,1,4,1,2,34,35,454,39800
Lexus,1,187,4,1,1,4,1,2,34,35,454,37030
Lamborghini,0,610,10,1,2,2,0,0,20,14,1158,237250
Lamborghini,0,610,10,1,2,2,0,0,21,14,1158,238500
Lamborghini,0,610,10,1,2,2,0,1,20,14,1158,262350
Lamborghini,0,580,10,1,0,2,0,0,21,14,1158,199800
9,electric,,,2,0,4,0,4,99,126,436,22995
9,electric,66,,2,0,4,0,4,99,126,436,22995
9,electric,66,,2,0,4,0,4,102,121,436,22995
Infiniti,1,190,6,1,1,4,1,2,25,18,190,2288
Infiniti,1,190,6,0,1,4,1,2,24,19,190,2433
Infiniti,1,227,6,1,1,4,1,2,25,17,190,2648
Infiniti,1,227,6,1,1,4,1,2,25,17,190,2552
Infiniti,0,227,6,1,1,4,1,2,24,17,190,31790
Infiniti,0,227,6,1,1,4,1,2,24,17,190,29715
Infiniti,0,255,6,1,1,4,1,2,24,17,190,28750
Infiniti,0,255,6,1,1,4,1,2,24,17,190,29100
Infiniti,1,255,6,1,1,4,1,2,24,17,190,30600
0,electric,170,0,2,0,4,0,4,111,137,3916,42400
0,electric,170,0,2,0,4,0,4,111,137,3916,42400
0,electric,170,0,2,0,4,0,4,111,137,3916,42400
0,electric,170,0,2,0,4,0,4,106,129,3916,43600
Scion,1,106,4,1,1,4,0,2,42,33,105,16800
Scion,1,106,4,0,1,4,0,2,41,31,105,15700
Acura,0,111,4,1,1,4,0,2,38,39,204,28900
Acura,0,111,4,1,1,4,0,2,38,39,204,34600
Acura,0,201,4,0,1,4,0,2,31,22,204,29350
Acura,0,150,4,1,1,4,0,2,35,24,204,31750
Acura,0,150,4,1,1,4,0,2,35,24,204,29350
Acura,0,150,4,1,1,4,0,2,35,24,204,27050
Acura,0,201,4,1,1,4,0,2,36,25,204,34890
Acura,0,201,4,1,1,4,0,2,36,25,204,29900
Acura,0,201,4,1,1,4,0,2,36,25,204,29200
Acura,0,201,4,1,1,4,0,2,36,25,204,31890
Acura,0,201,4,1,1,4,0,2,36,25,204,32900
Acura,0,201,4,1,1,4,0,2,36,25,204,27900
Acura,0,201,4,1,1,4,0,2,35,25,204,32990
Acura,0,201,4,1,1,4,0,2,35,25,204,29290
Acura,0,201,4,1,1,4,0,2,35,25,204,31980
Acura,0,201,4,1,1,4,0,2,35,25,204,34980
Acura,0,201,4,1,1,4,0,2,35,25,204,27990
Acura,0,201,4,1,1,4,0,2,35,25,204,29990
Chevrolet,2,300,6,1,1,4,2,2,30,18,1385,26840
Chevrolet,2,300,6,1,1,4,2,2,30,18,1385,25830
Chevrolet,2,300,6,1,1,4,2,2,30,18,1385,30535
Chevrolet,2,300,6,1,1,4,2,2,30,18,1385,26840
Chevrolet,2,300,6,1,1,4,2,2,30,18,1385,25830
Chevrolet,2,300,6,1,1,4,2,2,30,18,1385,30535
Chevrolet,2,300,6,1,1,4,2,2,30,18,1385,26840
Chevrolet,2,300,6,1,1,4,2,2,30,18,1385,30535
Chevrolet,2,300,6,1,1,4,2,2,30,18,1385,25830
Chevrolet,1,195,4,1,1,4,2,2,31,21,1385,34465
Chevrolet,1,195,4,1,1,4,2,2,31,21,1385,27060
Chevrolet,2 (unleaded/natural gas),,6,1,1,4,2,2,25,17,1385,40660
Chevrolet,2,305,6,1,1,4,2,2,29,19,1385,35440
Chevrolet,2,305,6,1,1,4,2,2,29,19,1385,30285
Chevrolet,1,195,4,1,1,4,2,2,31,21,1385,29310
Chevrolet,1,195,4,1,1,4,2,2,31,21,1385,27060
Chevrolet,2 (unleaded/natural gas),,6,1,1,4,2,2,25,17,1385,37535
Chevrolet,2 (unleaded/natural gas),,6,1,1,4,2,2,25,17,1385,40810
Chevrolet,2,305,6,1,1,4,2,2,29,19,1385,35540
Chevrolet,2 (unleaded/natural gas),,6,1,1,4,2,2,25,17,1385,37570
Chevrolet,2,305,6,1,1,4,2,2,29,19,1385,30435
Chevrolet,1,195,4,1,1,4,2,2,31,22,1385,27095
Chevrolet,1,195,4,1,1,4,2,2,31,22,1385,29460
Chevrolet,1,195,4,1,1,4,2,2,31,22,1385,27095
Chevrolet,2,305,6,1,1,4,2,2,28,19,1385,35645
Chevrolet,2 (unleaded/natural gas),,6,1,1,4,2,2,25,17,1385,37675
Chevrolet,2 (unleaded/natural gas),,6,1,1,4,2,2,25,17,1385,40915
5,1,150,6,1,1,4,2,2,23,15,1013,2000
5,1,150,6,1,1,4,2,2,23,16,1013,2000
5,1,150,6,1,1,4,2,2,24,17,1013,2000
Subaru,0,265,4,0,2,4,0,4,25,19,640,28295
Subaru,0,265,4,0,2,4,0,2,25,19,640,29295
Subaru,0,305,4,0,2,4,0,4,23,17,640,36295
Subaru,0,305,4,0,2,4,0,2,23,17,640,37645
Subaru,0,305,4,0,2,4,0,2,23,17,640,34295
Subaru,0,265,4,0,2,4,0,2,25,19,640,25795
Subaru,0,265,4,0,2,4,0,4,25,19,640,29295
Subaru,0,265,4,0,2,4,0,2,25,19,640,28295
Subaru,0,265,4,0,2,4,0,4,25,19,640,25795
Subaru,0,265,4,0,2,4,0,4,25,19,640,28495
Subaru,0,265,4,0,2,4,0,4,25,19,640,29495
Subaru,0,305,4,0,2,4,0,2,23,17,640,34495
Subaru,0,265,4,0,2,4,0,2,25,19,640,25995
Subaru,0,305,4,0,2,4,0,4,23,17,640,36495
Subaru,0,265,4,0,2,4,0,4,25,19,640,25995
Subaru,0,305,4,0,2,4,0,2,23,17,640,37845
Subaru,0,265,4,0,2,4,0,2,25,19,640,28495
Subaru,0,265,4,0,2,4,0,2,25,19,640,29495
Subaru,1,148,4,1,2,4,0,4,37,28,640,21495
Subaru,1,148,4,1,2,4,0,4,36,27,640,23295
Subaru,1,148,4,0,2,4,0,4,33,24,640,20995
Subaru,1,148,4,1,2,4,0,2,37,28,640,20995
Subaru,1,148,4,1,2,4,0,4,37,28,640,22795
Subaru,1,148,4,1,2,4,0,4,37,28,640,19695
Subaru,1,148,4,0,2,4,0,4,34,25,640,18695
Subaru,1,148,4,0,2,4,0,2,34,25,640,18195
Subaru,1,148,4,1,2,4,0,2,37,28,640,22295
Subaru,1,148,4,1,2,4,0,4,36,27,640,21995
Subaru,1,148,4,1,2,4,0,2,37,28,640,19195
Subaru,1,148,4,0,2,4,0,2,34,25,640,18295
Subaru,1,148,4,0,2,4,0,4,33,24,640,21095
Subaru,1,148,4,1,2,4,0,4,37,28,640,22095
Subaru,1,148,4,1,2,4,0,2,37,28,640,21095
Subaru,1,148,4,1,2,4,0,4,37,28,640,21595
Subaru,1,148,4,1,2,4,0,4,37,28,640,19795
Subaru,1,148,4,1,2,4,0,4,37,28,640,23595
Subaru,1,148,4,1,2,4,0,2,37,28,640,19295
Subaru,1,148,4,0,2,4,0,4,34,25,640,18795
Subaru,1,148,4,1,2,4,0,2,37,28,640,22595
Subaru,1,148,4,1,2,4,0,4,37,28,640,23095
Subaru,1,152,4,0,2,4,1,2,38,28,640,18395
Subaru,1,152,4,0,2,4,0,4,37,28,640,18895
Subaru,1,152,4,1,2,4,0,4,37,28,640,21695
Subaru,1,152,4,1,2,4,1,2,38,28,640,21195
Subaru,1,152,4,1,2,4,0,4,37,28,640,24595
Subaru,1,152,4,1,2,4,1,2,38,28,640,24095
Subaru,1,152,4,1,2,4,1,2,36,27,640,22795
Subaru,1,152,4,0,2,4,1,2,36,27,640,21995
Subaru,1,152,4,1,2,4,0,4,37,28,640,19895
Subaru,1,152,4,1,2,4,0,4,35,27,640,23295
Subaru,1,152,4,1,2,4,1,2,38,28,640,19395
Subaru,1,152,4,0,2,4,0,4,35,27,640,22495
Scion,1,137,4,0,1,4,0,4,36,27,105,18460
Scion,1,137,4,1,1,4,0,4,37,28,105,19200
Honda,1,98,4,1,1,4,0,4,44,41,2202,23690
Honda,1,98,4,1,1,4,0,4,44,41,2202,18500
Honda,1,98,4,1,1,4,0,4,44,41,2202,20275
Honda,1,98,4,1,1,4,0,4,44,41,2202,18500
Honda,1,98,4,1,1,4,0,4,44,41,2202,21965
Honda,1,98,4,1,1,4,0,4,44,41,2202,20275
Honda,1,98,4,1,1,4,0,4,44,41,2202,21965
